"ll","alpha","l1","l2","l3"
-17427.3295713424,2.16108010992428,0.585343424046514,0.41632446657193,0.00254830456697129
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16620.9844841652,2.22315312984758,0.468519110702037,0.287092158180586,0.00243694027945763
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16618.8997678161,2.23080288252299,0.461753356319675,0.337031054301851,0.00146744036974746
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16621.6490993688,2.27527850639722,0.398537501360639,0.302781842813312,0.0113072980056728
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16619.9031564341,2.19005409331008,0.569335332454573,0.408053233764301,0.00728302247784058
-16621.9062097385,2.20798745298698,0.518127694762375,0.311853397318761,0.0019968934415906
-16621.9062097385,2.20798745298698,0.518127694762375,0.311853397318761,0.0019968934415906
-16621.9062097385,2.20798745298698,0.518127694762375,0.311853397318761,0.0019968934415906
-16621.9062097385,2.20798745298698,0.518127694762375,0.311853397318761,0.0019968934415906
-16622.2115622539,2.2190266828556,0.504423778749498,0.332442740144512,0.0285187110460662
-16622.2115622539,2.2190266828556,0.504423778749498,0.332442740144512,0.0285187110460662
-16622.1095968102,2.13590994299377,0.686144386577305,0.475431736381333,0.0430816796829702
-16626.1468867119,2.06921818299273,0.855826146242575,0.614775081884694,0.0540581393971621
-16624.1371235921,2.09077750075604,0.85395902692487,0.604585857893377,0.0652969430170033
-16623.0021261429,2.11308493059553,0.778750679051609,0.534311373850187,0.0596411186878026
-16623.0021261429,2.11308493059553,0.778750679051609,0.534311373850187,0.0596411186878026
-16623.0021261429,2.11308493059553,0.778750679051609,0.534311373850187,0.0596411186878026
-16623.0021261429,2.11308493059553,0.778750679051609,0.534311373850187,0.0596411186878026
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
-16625.7670746808,2.09161340461574,0.854828523092276,0.510540138641332,0.061442010325118
